fecha_hora,tipo_resultado,tipo_animal,raza,color,edad_en_dias,esterilizado,sexo
2015-07-03 18:25:00,Adoption,Dog,German Shepherd Mix,Tan/Black,730,Si,Hembra
2017-05-08 19:23:00,Adoption,Dog,Australian Cattle Dog Mix,Tan,90,Si,Macho
2016-07-28 17:09:00,Adoption,Dog,Pit Bull Mix,Tan/Brown,730,Si,Hembra
2016-11-04 15:37:00,Transfer,Dog,Labrador Retriever Mix,Sable/White,30,No,Hembra
2015-10-24 15:42:00,Adoption,Cat,Domestic Shorthair Mix,Torbie/White,60,Si,Hembra
2015-07-05 11:53:00,Euthanasia,Cat,Domestic Medium Hair Mix,Brown Tabby,60,No,Hembra
2017-02-06 13:43:00,Adoption,Dog,Pit Bull Mix,Brown Brindle/White,365,Si,Hembra
2016-05-17 17:16:00,Euthanasia,Other,Opossum,Gray,14,Desconocido,Desconocido
2017-05-06 17:18:00,Adoption,Dog,Anatol Shepherd,Black/Tan,730,Si,Macho
2015-05-20 12:46:00,Adoption,Dog,American Pit Bull Terrier Mix,Black/Yellow Brindle,365,Si,Macho
2016-12-06 18:00:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby/White,30,Si,Hembra
2016-10-06 17:40:00,Adoption,Dog,Chihuahua Shorthair Mix,Brown/White,365,Si,Hembra
2015-07-02 12:46:00,Adoption,Dog,Miniature Schnauzer Mix,Gray,4380,Si,Macho
2016-03-05 19:01:00,Adoption,Dog,German Shepherd Mix,Tan,30,Si,Macho
2015-09-29 07:59:00,Adoption,Dog,Chihuahua Shorthair/Dachshund,Black/Tan,210,Si,Hembra
2015-08-11 16:24:00,Return to Owner,Cat,Domestic Shorthair Mix,Brown Tabby/White,730,Si,Hembra
2016-11-18 17:21:00,Adoption,Dog,Labrador Retriever Mix,Black/White,240,Si,Macho
2017-10-10 10:17:00,Transfer,Dog,Pit Bull Mix,Brown/White,1460,No,Hembra
2017-12-01 14:36:00,Adoption,Dog,Pharaoh Hound Mix,Red,1825,Si,Macho
2017-01-10 11:37:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,30,Si,Hembra
2017-10-26 13:44:00,Adoption,Dog,German Shepherd Mix,Tan/Black,2190,Si,Hembra
2017-05-27 18:18:00,Adoption,Cat,Domestic Shorthair Mix,Blue Tabby/White,30,No,Hembra
2016-06-03 11:33:00,Adoption,Dog,Labrador Retriever Mix,Black/White,150,Si,Macho
2017-05-14 16:58:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,365,Si,Macho
2016-11-15 09:00:00,Transfer,Cat,Russian Blue,Blue,365,No,Hembra
2017-02-09 15:24:00,Adoption,Dog,Labrador Retriever Mix,Brown/White,1460,Si,Hembra
2017-10-29 17:45:00,Adoption,Dog,Australian Cattle Dog Mix,Black/White,300,Si,Macho
2016-10-28 18:24:00,Adoption,Cat,Domestic Shorthair Mix,Black/White,330,Si,Macho
2017-09-30 15:40:00,Adoption,Cat,Domestic Shorthair Mix,Black/White,2920,Si,Macho
2017-02-17 17:14:00,Adoption,Dog,German Shepherd Mix,Brown/White,120,Si,Hembra
2016-11-15 16:22:00,Transfer,Dog,Queensland Heeler Mix,Black/White,120,Si,Macho
2017-06-07 12:12:00,Return to Owner,Dog,Chihuahua Shorthair Mix,Brown,1095,Si,Macho
2015-08-15 12:49:00,Return to Owner,Dog,American Pit Bull Terrier Mix,Black,730,Si,Hembra
2015-05-19 18:47:00,Transfer,Cat,Domestic Shorthair Mix,Blue/White,14,Desconocido,Desconocido
2017-10-03 12:28:00,Transfer,Dog,Pit Bull Mix,Tan/White,730,Si,Macho
2015-10-24 16:41:00,Return to Owner,Dog,Chihuahua Shorthair,Blue/White,60,Si,Macho
2015-05-27 14:20:00,Transfer,Dog,Chihuahua Shorthair Mix,Brown,60,Si,Macho
2017-11-16 19:11:00,Return to Owner,Dog,Staffordshire Mix,Black/White,365,No,Hembra
2017-02-08 14:29:00,Adoption,Dog,Maltese/Miniature Poodle,White,1825,Si,Macho
2016-12-17 17:10:00,Adoption,Cat,Domestic Shorthair Mix,Tortie,90,Si,Hembra
2017-05-05 14:44:00,Adoption,Dog,Pit Bull Mix,White/Black,730,Si,Hembra
2015-05-30 18:55:00,Adoption,Cat,Domestic Shorthair Mix,Calico,730,Si,Hembra
2016-11-16 17:45:00,Adoption,Dog,Border Collie Mix,White/Black,365,No,Hembra
2017-11-07 18:17:00,Return to Owner,Dog,Chihuahua Shorthair Mix,Brown,4745,No,Macho
2017-10-17 10:55:00,Transfer,Dog,Carolina Dog Mix,Tan/Black,730,Si,Hembra
2016-04-24 11:04:00,Return to Owner,Dog,Pit Bull/Chinese Sharpei,Brown/White,1095,Si,Macho
2016-05-22 13:02:00,Adoption,Dog,German Shepherd Mix,Brown/Black,365,Si,Hembra
2015-10-18 14:21:00,Adoption,Dog,Boerboel Mix,Tan/Black,1825,Si,Macho
2015-12-30 14:00:00,Adoption,Dog,Labrador Retriever Mix,Tan/White,365,Si,Hembra
2016-11-26 17:39:00,Adoption,Dog,Labrador Retriever Mix,Tan,4015,No,Hembra
2017-11-04 13:20:00,Return to Owner,Dog,Australian Kelpie Mix,Red,1095,Si,Macho
2017-12-19 16:03:00,Adoption,Cat,Domestic Shorthair Mix,White/Black,60,Si,Macho
2017-03-26 09:47:00,Euthanasia,Cat,Domestic Shorthair Mix,Brown Tabby,60,Desconocido,Desconocido
2016-05-13 17:25:00,Return to Owner,Dog,German Shepherd/Australian Shepherd,Brown/White,2920,No,Macho
2016-07-21 16:22:00,Adoption,Dog,Pit Bull Mix,Blue/White,1095,Si,Macho
2017-10-25 16:13:00,Transfer,Dog,Labrador Retriever Mix,Black/White,365,No,Macho
2016-05-23 17:42:00,Adoption,Dog,Chihuahua Shorthair Mix,Tan,365,Si,Hembra
2017-12-16 13:09:00,Adoption,Dog,Dachshund Wirehair Mix,White,730,Si,Hembra
2017-01-03 12:00:00,Adoption,Cat,Domestic Medium Hair Mix,Black/White,60,No,Hembra
2017-09-19 13:37:00,Adoption,Dog,Labrador Retriever Mix,Black,2920,Si,Macho
2017-03-07 13:30:00,Euthanasia,Other,Opossum Mix,Gray,6,Desconocido,Desconocido
2017-11-16 19:12:00,Return to Owner,Dog,Pit Bull Mix,White/Blue,1825,No,Macho
2016-05-13 14:49:00,Return to Owner,Dog,Pit Bull/Boxer,Brown Brindle,730,Si,Macho
2017-02-23 13:15:00,Transfer,Cat,Siamese Mix,Lynx Point,30,No,Macho
2015-08-28 15:54:00,Adoption,Cat,Domestic Shorthair Mix,Tortie,3650,Si,Hembra
2017-07-01 16:54:00,Adoption,Cat,Siamese Mix,Lynx Point,60,Si,Hembra
2015-07-17 14:27:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,60,No,Hembra
2015-08-08 11:54:00,Adoption,Cat,Domestic Shorthair Mix,Tortie,1825,Si,Hembra
2016-04-16 17:28:00,Adoption,Cat,Domestic Medium Hair Mix,Calico,60,Si,Hembra
2015-11-21 19:16:00,Adoption,Cat,Domestic Shorthair,Black/White,365,Si,Macho
2017-09-29 19:02:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,730,Si,Macho
2015-09-01 12:34:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby/White,21,No,Hembra
2015-05-23 13:09:00,Transfer,Cat,Domestic Shorthair Mix,White/Black,270,No,Hembra
2017-05-15 11:30:00,Transfer,Dog,Dachshund Wirehair Mix,Brown/Black,1460,Si,Macho
2016-02-08 16:10:00,Adoption,Dog,Chihuahua Shorthair Mix,White/Tan,365,Si,Hembra
2017-08-19 11:50:00,Adoption,Dog,Australian Terrier Mix,Black/Gray,1460,Si,Macho
2016-12-07 13:35:00,Adoption,Dog,Labrador Retriever/Boxer,White/Cream,365,Si,Macho
2017-05-04 14:34:00,Return to Owner,Dog,Labrador Retriever Mix,Brown,730,Si,Hembra
2017-07-27 13:27:00,Return to Owner,Dog,Rat Terrier Mix,Tricolor,365,No,Macho
2016-02-23 16:18:00,Adoption,Dog,Chihuahua Shorthair Mix,Chocolate/White,2920,Si,Macho
2016-07-28 13:33:00,Transfer,Other,Snake Mix,Brown,365,Desconocido,Desconocido
2016-08-30 16:05:00,Return to Owner,Dog,Boxer Mix,Brown/Black,365,No,Hembra
2016-07-22 18:32:00,Adoption,Dog,Pit Bull Mix,Fawn/White,365,Si,Hembra
2015-06-16 14:15:00,Return to Owner,Dog,Rat Terrier Mix,Black/White,3650,No,Macho
2016-01-16 16:44:00,Transfer,Dog,Chihuahua Shorthair/Boston Terrier,Brown Brindle/White,300,Si,Macho
2017-11-17 14:55:00,Transfer,Dog,Rat Terrier/Chihuahua Shorthair,Black/White,1460,Si,Macho
2016-09-18 10:43:00,Adoption,Other,Rabbit Sh Mix,White/Blue,240,No,Hembra
2016-06-05 15:43:00,Adoption,Dog,Border Collie/Queensland Heeler,Black/White,730,Si,Hembra
2016-11-03 18:27:00,Adoption,Dog,Chihuahua Shorthair Mix,Brown/Black,730,Si,Hembra
2017-02-24 08:13:00,Adoption,Dog,Pointer Mix,White/Black,60,Si,Macho
2017-01-30 14:55:00,Transfer,Dog,Chihuahua Shorthair Mix,Tan/White,2920,Si,Hembra
2017-11-08 17:56:00,Adoption,Dog,Rat Terrier/Dachshund,Black/Tan,120,Si,Macho
2016-06-21 17:44:00,Adoption,Dog,Cairn Terrier Mix,Chocolate/Yellow,90,Si,Hembra
2017-08-19 15:57:00,Adoption,Dog,Pit Bull Mix,Blue/White,1460,Si,Hembra
2016-09-06 11:41:00,Return to Owner,Dog,Jack Russell Terrier/Chihuahua Shorthair,Tan/Brown,1095,Si,Macho
2017-10-16 12:37:00,Return to Owner,Dog,Rottweiler Mix,Black/Tan,1095,Si,Hembra
2017-02-02 12:49:00,Adoption,Dog,Labrador Retriever Mix,Chocolate,1825,Si,Macho
2016-03-30 08:35:00,Euthanasia,Other,Bat,Brown,180,Desconocido,Desconocido
2015-12-15 13:36:00,Transfer,Dog,Labrador Retriever Mix,Black/White,730,Si,Macho
2015-11-05 00:00:00,Transfer,Dog,Chihuahua Shorthair/Wire Hair Fox Terrier,Gold,2920,Si,Hembra
2015-07-04 16:55:00,Return to Owner,Dog,German Shepherd Mix,Black,2555,Si,Macho
2016-10-15 13:32:00,Adoption,Dog,Pit Bull Mix,Brown Brindle/White,730,Si,Macho
2016-03-29 17:38:00,Transfer,Cat,Domestic Shorthair Mix,Tortie,730,No,Hembra
2015-04-27 17:09:00,Return to Owner,Dog,Pug,Black,1460,Si,Hembra
2015-10-27 12:27:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,28,Desconocido,Desconocido
2016-05-12 18:06:00,Return to Owner,Dog,Miniature Poodle Mix,White,1095,Si,Macho
2017-12-22 08:12:00,Died,Cat,Domestic Shorthair Mix,Brown Tabby/White,21,No,Hembra
2015-06-15 12:51:00,Adoption,Dog,Black Mouth Cur/Basset Hound,Brown/White,1095,Si,Hembra
2017-04-24 16:34:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,14,No,Hembra
2017-05-24 16:51:00,Adoption,Dog,Chihuahua Shorthair Mix,Tan,2920,Si,Macho
2016-11-11 12:39:00,Adoption,Cat,Domestic Shorthair,White/Brown Tabby,210,Si,Hembra
2016-12-29 15:27:00,Return to Owner,Dog,Pit Bull,Blue/White,2190,Si,Hembra
2017-10-01 18:43:00,Transfer,Cat,American Shorthair Mix,Black/Black,14,Desconocido,Desconocido
2015-12-28 14:29:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,365,Si,Macho
2017-07-05 13:21:00,Rto-Adopt,Cat,Domestic Shorthair Mix,Black/White,1095,Si,Macho
2015-08-31 11:57:00,Transfer,Dog,Labrador Retriever Mix,Tan,120,No,Macho
2016-09-22 19:08:00,Adoption,Dog,Rottweiler,Black/Brown,730,Si,Macho
2017-10-12 17:13:00,Transfer,Cat,Domestic Shorthair Mix,Torbie,1095,No,Hembra
2016-04-14 18:04:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Hembra
2015-08-20 18:27:00,Adoption,Dog,Labrador Retriever/Pointer,Chocolate/White,1095,Si,Hembra
2016-08-26 14:33:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,7,Desconocido,Desconocido
2015-04-28 09:46:00,Euthanasia,Other,Bat,Brown,180,Desconocido,Desconocido
2015-08-16 11:38:00,Transfer,Other,Rabbit Sh Mix,White,365,No,Hembra
2015-07-18 19:25:00,Adoption,Cat,Domestic Shorthair Mix,Blue,90,Si,Macho
2017-09-03 19:24:00,Transfer,Cat,Domestic Shorthair Mix,Calico,730,No,Hembra
2016-08-02 16:15:00,Adoption,Dog,Pit Bull Mix,White/Black,1095,Si,Macho
2017-08-12 15:41:00,Adoption,Cat,Domestic Shorthair Mix,Black,120,Si,Macho
2016-10-10 18:49:00,Adoption,Cat,Domestic Shorthair Mix,Black/White,60,Si,Macho
2015-04-21 15:26:00,Transfer,Dog,Great Pyrenees Mix,White/Tan,330,Si,Macho
2016-04-22 19:13:00,Adoption,Cat,Domestic Shorthair Mix,White/Cream Tabby,120,Si,Macho
2016-09-14 17:25:00,Adoption,Dog,Dachshund Mix,Tan/White,365,Si,Macho
2016-10-19 10:14:00,Euthanasia,Cat,Domestic Shorthair Mix,Black,3650,Si,Hembra
2016-01-25 14:08:00,Transfer,Dog,Smooth Fox Terrier Mix,White/Black,2555,No,Macho
2017-01-02 16:23:00,Adoption,Dog,Papillon Mix,White/Black,730,Si,Hembra
2015-10-29 11:24:00,Transfer,Cat,Munchkin Longhair Mix,Brown Tabby/White,1460,Si,Macho
2016-01-11 18:51:00,Transfer,Cat,Domestic Medium Hair Mix,Brown Tabby,365,Si,Macho
2016-04-08 13:58:00,Transfer,Cat,Domestic Medium Hair Mix,Black,7,No,Macho
2015-10-28 08:48:00,Euthanasia,Other,Bat,Brown,365,Desconocido,Desconocido
2017-09-12 14:52:00,Adoption,Dog,Pit Bull Mix,Black/White,60,Si,Macho
2017-06-04 16:40:00,Euthanasia,Dog,Chihuahua Shorthair Mix,Tan,90,Si,Hembra
2017-11-21 13:58:00,Transfer,Dog,Australian Cattle Dog Mix,Tan/White,270,Si,Macho
2016-09-14 15:14:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,120,Si,Hembra
2017-10-29 12:25:00,Adoption,Cat,Domestic Shorthair Mix,Orange Tabby/White,150,Si,Macho
2015-06-30 17:15:00,Adoption,Dog,German Shepherd Mix,Sable,30,Si,Hembra
2015-06-15 09:12:00,Euthanasia,Cat,Domestic Shorthair Mix,Black,730,No,Macho
2015-12-21 18:35:00,Adoption,Cat,Domestic Shorthair Mix,Cream Tabby,60,Si,Macho
2017-02-25 09:18:00,Adoption,Dog,Miniature Schnauzer Mix,Black,30,Si,Macho
2016-03-15 12:55:00,Transfer,Dog,Border Collie Mix,Tan/White,1460,Si,Hembra
2017-08-21 16:36:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,120,Si,Hembra
2016-08-05 17:11:00,Return to Owner,Dog,Jack Russell Terrier/Chihuahua Shorthair,White/Tan,2190,Si,Macho
2017-08-24 17:52:00,Adoption,Cat,Domestic Shorthair Mix,Blue Tabby,60,Si,Hembra
2017-08-18 19:04:00,Adoption,Dog,Labrador Retriever Mix,Black/White,120,Si,Macho
2017-05-03 16:26:00,Transfer,Dog,Labrador Retriever Mix,Black,730,No,Hembra
2015-08-01 17:59:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby/White,21,Desconocido,Desconocido
2015-05-25 11:49:00,Transfer,Dog,Labrador Retriever Mix,Tan,5475,Si,Macho
2015-10-09 18:23:00,Return to Owner,Dog,Miniature Poodle Mix,White,365,Si,Hembra
2015-08-06 18:22:00,Adoption,Cat,Domestic Longhair Mix,Black/White,120,Si,Macho
2016-09-08 17:08:00,Euthanasia,Other,Raccoon Mix,Gray,365,Desconocido,Desconocido
2016-08-06 17:48:00,Adoption,Cat,Domestic Shorthair Mix,Tortie,60,Si,Hembra
2017-02-10 19:32:00,Return to Owner,Dog,Miniature Poodle Mix,Buff,1095,Si,Hembra
2015-10-03 15:35:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,30,No,Hembra
2016-07-23 18:08:00,Adoption,Dog,Miniature Schnauzer Mix,White/Black,240,Si,Hembra
2017-02-11 15:25:00,Return to Owner,Dog,Chihuahua Shorthair Mix,Tan/White,730,Si,Macho
2017-02-22 11:18:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,30,No,Macho
2015-07-26 18:04:00,Adoption,Dog,Border Collie Mix,Black/White,150,Si,Hembra
2016-06-08 13:10:00,Adoption,Dog,Redbone Hound Mix,Brown,60,Si,Hembra
2017-09-09 16:12:00,Adoption,Cat,Domestic Shorthair Mix,Black/White,90,Si,Macho
2017-08-25 10:56:00,Transfer,Cat,Domestic Medium Hair Mix,White/Brown Tabby,30,No,Macho
2017-06-03 11:30:00,Transfer,Dog,Border Collie Mix,Black/White,2920,No,Hembra
2017-02-12 17:10:00,Adoption,Dog,Pit Bull Mix,Brown/White,730,Si,Hembra
2016-08-27 16:13:00,Adoption,Dog,German Shepherd Mix,Tricolor,365,No,Macho
2016-02-09 16:31:00,Transfer,Cat,Domestic Shorthair Mix,Torbie,365,Si,Macho
2017-05-03 18:10:00,Adoption,Cat,Domestic Shorthair Mix,White/Black,30,Si,Macho
2016-01-05 15:10:00,Return to Owner,Dog,Labrador Retriever Mix,Black/White,1825,Si,Macho
2016-06-02 13:30:00,Return to Owner,Dog,Miniature Poodle Mix,Black,2190,Si,Macho
2017-08-24 13:32:00,Transfer,Bird,Chicken,Red/Black,365,No,Macho
2017-01-14 18:01:00,Adoption,Cat,Domestic Longhair Mix,Blue Tabby,90,Si,Macho
2016-09-22 00:00:00,Transfer,Cat,Domestic Shorthair Mix,Black,120,Si,Macho
2016-12-11 14:14:00,Transfer,Other,Guinea Pig Mix,Tricolor,1460,No,Macho
2015-08-29 17:31:00,Adoption,Dog,German Shepherd/Anatol Shepherd,Sable,730,Si,Macho
2017-12-24 13:28:00,Return to Owner,Dog,Alaskan Husky Mix,White/Black,730,No,Macho
2015-05-26 15:44:00,Adoption,Dog,Weimaraner Mix,Fawn,1460,Si,Hembra
2017-03-06 14:30:00,Transfer,Dog,Labrador Retriever Mix,Black/White,730,Si,Hembra
2016-04-07 00:00:00,Transfer,Dog,Beagle Mix,Yellow/White,365,No,Hembra
2015-10-26 18:47:00,Return to Owner,Dog,Labrador Retriever Mix,Brown/White,1460,Si,Hembra
2015-06-25 18:43:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,28,No,Hembra
2016-06-22 00:00:00,Return to Owner,Dog,Pit Bull Mix,Black/White,14,No,Macho
2016-08-19 16:14:00,Transfer,Cat,Domestic Medium Hair Mix,Tortie,28,Desconocido,Desconocido
2015-11-22 18:16:00,Adoption,Dog,Jack Russell Terrier Mix,White/Brown,730,Si,Macho
2015-12-17 14:03:00,Return to Owner,Cat,Domestic Shorthair Mix,Blue Tabby,1825,Si,Macho
2015-05-06 18:31:00,Adoption,Dog,Dachshund Mix,Black/White,365,Si,Macho
2017-09-04 09:56:00,Transfer,Dog,Anatol Shepherd Mix,Brown/Black,730,Si,Macho
2016-09-13 00:00:00,Transfer,Cat,Domestic Shorthair Mix,Black,90,Si,Macho
2016-11-04 15:43:00,Transfer,Cat,Domestic Longhair Mix,Orange Tabby/White,3285,No,Hembra
2017-10-01 14:25:00,Adoption,Dog,Chihuahua Shorthair Mix,White,3285,Si,Hembra
2015-10-01 09:00:00,Transfer,Cat,Domestic Shorthair Mix,Cream Tabby,730,Desconocido,Desconocido
2017-02-27 10:11:00,Euthanasia,Other,Bat,Black/Brown,365,Desconocido,Desconocido
2017-10-07 13:16:00,Adoption,Cat,Domestic Shorthair Mix,Black,90,Si,Macho
2017-10-04 17:35:00,Transfer,Dog,Pit Bull Mix,White/Gray,330,No,Hembra
2016-07-07 15:21:00,Adoption,Dog,Catahoula/Plott Hound,Sable/White,30,Si,Hembra
2017-09-02 17:59:00,Return to Owner,Dog,Rottweiler Mix,Black/Brown,730,No,Macho
2016-11-25 18:41:00,Adoption,Dog,Pit Bull Mix,Red/White,2190,Si,Hembra
2015-09-06 11:32:00,Transfer,Dog,Miniature Poodle Mix,Tan,3650,No,Macho
2016-08-25 11:35:00,Return to Owner,Dog,Chihuahua Shorthair Mix,Black/Brown,1095,No,Macho
2015-11-29 13:02:00,Adoption,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2920,Si,Macho
2016-08-15 16:26:00,Transfer,Cat,Domestic Longhair Mix,Orange Tabby,28,No,Macho
2016-02-28 11:10:00,Transfer,Dog,Labrador Retriever/Rottweiler,Black,30,No,Macho
2016-06-07 11:48:00,Return to Owner,Dog,Chihuahua Shorthair Mix,Brown,1095,Si,Hembra
2017-01-18 15:26:00,Transfer,Cat,Domestic Shorthair Mix,Black,120,No,Macho
2016-10-02 17:38:00,Transfer,Cat,Domestic Medium Hair Mix,Black/White,6,Desconocido,Desconocido
2016-06-14 00:00:00,Transfer,Dog,Pit Bull Mix,Black/White,730,Si,Macho
2016-09-12 17:37:00,Adoption,Other,Rabbit Sh Mix,Black,60,No,Hembra
2015-09-11 00:00:00,Return to Owner,Dog,Labrador Retriever/Border Collie,Chocolate/White,365,Si,Hembra
2015-11-28 17:29:00,Return to Owner,Dog,German Shepherd Mix,Brown/Black,2555,Si,Hembra
2017-11-12 14:49:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Macho
2017-05-10 13:23:00,Adoption,Dog,Pit Bull Mix,Brown Brindle/White,1095,Si,Macho
2016-09-09 14:01:00,Transfer,Dog,Labrador Retriever Mix,Black/White,30,No,Hembra
2015-07-06 00:00:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,60,No,Macho
2017-06-29 11:58:00,Adoption,Other,Lionhead Mix,Gray/Black,730,Si,Hembra
2015-05-04 16:50:00,Adoption,Cat,Domestic Shorthair Mix,Blue Tabby/White,60,Si,Hembra
2016-08-05 13:15:00,Euthanasia,Other,Bat,Black/Brown,365,Desconocido,Desconocido
2015-06-24 09:00:00,Transfer,Cat,Domestic Longhair Mix,Black,1095,No,Macho
2016-04-07 00:00:00,Transfer,Cat,Domestic Shorthair,Blue,30,No,Macho
2015-07-09 18:28:00,Adoption,Dog,Chihuahua Shorthair/Italian Greyhound,White/Brown,730,Si,Macho
2015-08-17 16:40:00,Return to Owner,Dog,German Shepherd Mix,Black/Tan,3650,No,Hembra
2015-06-14 14:35:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,28,No,Macho
2017-08-19 10:17:00,Adoption,Dog,Basset Hound Mix,Brown Brindle,1825,Si,Macho
2016-05-01 15:15:00,Adoption,Dog,Australian Cattle Dog Mix,Brown/White,150,Si,Macho
2017-06-27 14:03:00,Return to Owner,Cat,Domestic Shorthair Mix,Black/White,3650,Si,Macho
2016-02-03 17:08:00,Transfer,Dog,Pit Bull Mix,Tan/White,2555,Si,Hembra
2016-03-14 15:36:00,Return to Owner,Dog,Rat Terrier Mix,White/Brown,730,Si,Hembra
2015-08-01 14:50:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Hembra
2017-10-24 09:05:00,Euthanasia,Other,Bat,Brown,365,Desconocido,Desconocido
2015-09-24 16:50:00,Adoption,Dog,Great Pyrenees Mix,Buff,730,Si,Macho
2016-06-30 18:36:00,Adoption,Cat,Domestic Shorthair Mix,Black,90,Si,Macho
2016-02-09 08:00:00,Died,Dog,Staffordshire Mix,Black/White,1095,Si,Macho
2015-07-30 18:59:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby/White,60,Si,Hembra
2017-03-21 18:57:00,Return to Owner,Cat,Domestic Shorthair Mix,Blue Tabby,1095,Si,Macho
2017-07-15 16:48:00,Adoption,Dog,Cairn Terrier Mix,Buff,365,Si,Macho
2016-05-15 17:29:00,Adoption,Cat,Domestic Shorthair,Calico,3285,Si,Hembra
2016-02-10 13:41:00,Adoption,Dog,Rat Terrier Mix,White/Black,3285,Si,Macho
2016-04-19 17:32:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,14,Desconocido,Desconocido
2016-12-07 22:44:00,Adoption,Dog,Labrador Retriever Mix,Black/White,180,Si,Macho
2015-05-09 14:42:00,Transfer,Cat,Domestic Shorthair Mix,Black,21,Desconocido,Desconocido
2015-08-01 17:17:00,Adoption,Dog,Anatol Shepherd/Catahoula,Tan,240,Si,Macho
2016-12-27 10:34:00,Adoption,Cat,Domestic Medium Hair Mix,Blue/Blue,90,Si,Hembra
2016-02-08 13:31:00,Adoption,Dog,Labrador Retriever/Pit Bull,Brown Brindle,270,Si,Macho
2015-07-23 16:31:00,Adoption,Dog,Pit Bull Mix,White/Chocolate,2190,Si,Hembra
2016-09-02 18:34:00,Adoption,Cat,Domestic Shorthair Mix,Blue,180,Si,Hembra
2016-11-23 14:50:00,Adoption,Dog,Chihuahua Shorthair Mix,Chocolate/White,2190,Si,Hembra
2016-02-22 14:26:00,Return to Owner,Dog,American Bulldog Mix,Tan/Tricolor,2920,No,Hembra
2017-09-13 18:36:00,Adoption,Dog,Pit Bull Mix,Brown/White,730,Si,Hembra
2017-11-27 17:31:00,Adoption,Cat,Domestic Longhair Mix,Calico,1825,Si,Hembra
2017-12-08 15:15:00,Transfer,Dog,Rottweiler,Black/Brown,1095,No,Macho
2016-04-13 14:47:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,4,Desconocido,Desconocido
2015-06-24 15:14:00,Transfer,Dog,Pit Bull Mix,White/Brown,90,No,Hembra
2016-11-05 12:50:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,120,Si,Macho
2016-03-07 15:43:00,Adoption,Dog,Border Collie Mix,Black/White,120,Si,Hembra
2017-10-29 17:36:00,Return to Owner,Dog,Pug Mix,Black/White,270,No,Macho
2016-02-16 14:26:00,Return to Owner,Dog,Rottweiler Mix,Black/Tan,240,Si,Hembra
2016-11-08 18:45:00,Transfer,Dog,Pit Bull,Black/White,30,No,Macho
2016-06-26 17:11:00,Adoption,Dog,Cairn Terrier Mix,Tan/White,365,Si,Hembra
2015-04-29 10:05:00,Euthanasia,Dog,Chihuahua Shorthair Mix,Tan/White,1095,Si,Hembra
2015-05-09 14:42:00,Transfer,Cat,Domestic Shorthair Mix,Black,21,Desconocido,Desconocido
2016-04-02 16:11:00,Transfer,Dog,Pit Bull Mix,Blue/White,730,Si,Macho
2015-08-02 17:43:00,Adoption,Dog,Pit Bull Mix,Chocolate/White,730,Si,Macho
2015-11-16 12:02:00,Adoption,Cat,Domestic Shorthair Mix,Tortie/White,365,Si,Hembra
2017-10-02 17:46:00,Adoption,Dog,Labrador Retriever Mix,Tan/White,2555,Si,Hembra
2017-05-08 17:01:00,Adoption,Dog,Chihuahua Shorthair Mix,Black,365,Si,Hembra
2017-04-04 15:53:00,Adoption,Dog,Australian Kelpie Mix,Tan/Black,365,Si,Macho
2015-12-01 16:32:00,Transfer,Dog,Great Dane Mix,Black/White,1095,Si,Macho
2017-03-02 00:00:00,Euthanasia,Other,Squirrel Mix,Brown,730,No,Macho
2016-06-18 16:57:00,Adoption,Dog,Australian Cattle Dog/Cardigan Welsh Corgi,Red Tick,150,Si,Hembra
2016-08-26 15:57:00,Adoption,Cat,Domestic Shorthair Mix,Black Tabby,60,Si,Macho
2017-07-21 14:39:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Hembra
2017-05-11 19:06:00,Return to Owner,Dog,Pointer/Labrador Retriever,White/Black,1460,Si,Hembra
2016-12-26 15:12:00,Adoption,Cat,Siamese Mix,Silver Lynx Point,240,Si,Hembra
